ind_id,tier_sample,tJX,tW
PT023396456,PT023396456,0.13055719584782294,0.013714309981136662
PT023480600,PT023480600,0.15217035432017978,0.040730850129486386
PT023802667,PT023802667,0.1540680514442927,0.016030378241141684
PT023805915,PT023805915,0.14071395578374438,0.02027812274144357
PT023974753,PT023974753,0.14671157179684374,0.03140429340817441
PT024513869,PT024513869,0.1440131987661188,0.014757292429221965
PT123621789,PT123621789,0.17440979376127974,0.038581846341349764
PT123769875,PT123769875,0.13134408191499738,0.017597024497267157
PT123799896,PT123799896,0.12398924345145398,0.02796353763784137
PT124148445,PT124148445,0.1351907828839582,0.0203752753603671
PT124515292,PT124515292,0.10182999977974148,0.029314043943770247
PT133012645,PT133012645,0.12909268662165438,0.04075529777102162
PT223476701,PT223476701,0.15850502483710563,0.028565426615954858
PT223767729,PT223767729,0.14649416925210426,0.008301798530966593
PT223802666,PT223802666,0.14711194376116585,0.018463195473476884
PT224513004,PT224513004,0.11609977600654488,0.02706406442958273
PT224957247,PT224957247,0.14691241618654066,0.03823236954844959
PT323474933,PT323474933,0.1321888488981863,0.024947738691861104
PT324096615,PT324096615,0.11256959021204165,0.02007714441040961
PT423396430,PT423396430,0.14826328335013778,0.021725649734254556
PT423620929,PT423620929,0.14361448091191392,0.026623667942020066
PT423621858,PT423621858,0.11478364983735252,0.01891224196423651
PT424513003,PT424513003,0.10431779055438549,0.028639901120584323
PT424986494,PT424986494,0.11620933285351584,0.016901517646393478
PT523085848,PT523085848,0.14068877597745583,0.03384649091402225
PT523583719,PT523583719,0.18484043278208134,0.042226200659183206
PT523769910,PT523769910,0.10501307482509929,0.012480353822238636
PT523799875,PT523799875,0.12407470785750502,0.03189092046265594
PT524015264,PT524015264,0.11274441829100679,0.021584969552282875
PT524148448,PT524148448,0.13452350605051944,0.026670662479008473
PT524914685,PT524914685,0.1330252676120039,0.029278632515746347
PT524987172,PT524987172,0.19794347064444687,0.02108669597398742
PT623583704,PT623583704,0.16192637711963648,0.018381983477728948
PT623806020,PT623806020,0.11567323096906285,0.024041982941842115
PT623806044,PT623806044,0.11766010021766433,0.02383769247358725
PT624096609,PT624096609,0.10366054254779755,0.021517623595795825
PT624513002,PT624513002,0.11674557250330528,0.017472455367294384
PT624987181,PT624987181,0.1168171605741694,0.025234944271387994
PT633012794,PT633012794,0.19564113789425586,0.033330165650237255
PT633027441,PT633027441,0.1219212720466982,0.030738433918172204
PT723474950,PT723474950,0.16407598493529504,0.03083511368605924
PT723658015,PT723658015,0.14957824366336453,0.029494588210989495
PT723767731,PT723767731,0.1368814704248082,0.020533591138433872
PT723805945,PT723805945,0.19123173589609757,0.04388821618032417
PT724513856,PT724513856,0.0996313326145236,0.021195455967614022
PT733027431,PT733027431,0.11452014419177513,0.01889742578828437
PT823583722,PT823583722,0.10235284381737321,0.01427920269486756
PT824914674,PT824914674,0.10123699818853686,0.03249116866195175
PT923583699,PT923583699,0.15827133005310476,0.023820267983453467
PT923712082,PT923712082,0.13557432862100524,0.03017347192933259
PT923966027,PT923966027,0.1306390366772115,0.010482640705273149
PT924854279,PT924854279,0.11304611212099214,0.0316036183742091
