tier_sample,estim_time,tJX,tW
PT423396430,0.594997,0.15267133395545945,0.012279020252845737
PT723474950,0.583524,0.17364459306629437,0.008237109126613282
PT123799896,0.571686,0.13090476624590658,0.04475163534693972
PT723767731,0.658758,0.13712679107308792,0.022558674633376793
PT023396456,0.574643,0.132069899024195,0.015530357349320898
PT023802667,0.564253,0.1944071032143876,0.054052189502567995
PT723805945,0.643656,0.19507634041017788,0.03138486363353519
PT523799875,0.660502,0.12311346360724033,0.0382933044526327
PT723658015,0.568393,0.16053715455008213,0.01173915915628082
PT023805915,0.714834,0.1499484520620018,0.045704279188318826
PT023974753,0.606992,0.1718019579122869,0.015744923471270655
PT223476701,0.654905,0.18613538067231913,0.010258109987130172
PT923583699,0.582427,0.17460443710331527,0.0317782704090187
PT423620929,0.637977,0.16801682978199625,0.05175585666650624
PT923966027,0.631021,0.13570384053926215,0.014191887969516308
PT523769910,0.601387,0.18350778613673163,0.06044761816917269
PT123621789,0.64254,0.22143021197795834,0.012647946888666054
PT223802666,0.6028,0.16679294851136872,0.04273653935960509
PT223767729,0.646441,0.16719189440913515,0.015387973166709135
PT123769875,0.638842,0.1429895267353371,0.02263470789506788
PT423621858,0.567823,0.11401046370243806,0.02619799657182718
PT623583704,0.689987,0.16821025552127658,0.019639948503343916
PT023480600,0.580015,0.16793115678937912,0.026288482417709664
PT323474933,0.627347,0.16429468566264857,0.07132270722581559
PT523085848,0.641481,0.1502391470152339,0.029443273246028207
PT224957247,0.874242,0.1544527845550821,0.05295210849033125
PT824914674,1.2138309999999999,0.14798700112437163,0.05504196872114481
PT524987172,1.6535199999999999,0.2303736568532468,0.050144925967449544
PT733027431,0.970065,0.11743598069065084,0.02953194355435484
PT923712082,1.329714,0.18012849759188684,0.059551793296721243
PT823583722,0.985809,0.10932730397067804,0.02205301067008277
PT224513004,1.2103,0.13785912464857325,0.045258982562270574
PT024513869,0.763413,0.14859219198180956,0.02643976740712257
PT924854279,1.191989,0.11259433211877448,0.042123254917556426
PT633027441,1.069197,0.15756494194238121,0.049881721475964015
PT524148448,1.24988,0.13845693992820668,0.04052666168645457
PT633012794,1.7322380000000002,0.32276351664497754,0.09068613900054787
PT124515292,1.256323,0.14756624278344654,0.05470725049056585
PT424513003,1.063708,0.11031605970359487,0.04252880972455159
PT624513002,0.959191,0.1158348289591017,0.02760919523489688
PT523583719,1.6672449999999999,0.4460652369471883,0.1061673538674959
PT623806044,1.116455,0.12772378187675143,0.028508184903381452
PT524015264,1.055735,0.13086364062878095,0.038232377156396095
PT133012645,1.20361,0.16121177501781384,0.06060636875821695
PT624987181,1.210551,0.13774285111308143,0.04307906719289636
PT324096615,0.750171,0.13866430892047132,0.03839327608809811
PT424986494,1.248343,0.13715724827538228,0.041053535769520096
PT724513856,0.917173,0.10200106937985275,0.03332158145056649
PT124148445,1.320057,0.1756366037290201,0.04737125756520258
PT623806020,0.992151,0.11827342668399929,0.03508870939800816
PT524914685,1.2883930000000001,0.17772871623524836,0.05853221239447666
PT624096609,0.856297,0.10647611090731861,0.032783207591321764
