tier_sample,estim_time,tJX,tW
PT023805915,1.289371,0.14171072778214594,0.013587141231405189
PT623583704,1.772079,0.1630086748007339,0.01334601520848116
PT923966027,1.267441,0.1317287157741593,0.017463660267022296
PT423620929,1.9846110000000001,0.14742151337769369,0.013030648322766918
PT723805945,1.592543,0.19094560201648936,0.04690984941016455
PT523799875,1.630452,0.12397455879451194,0.04229831722598206
PT523085848,1.442225,0.14347713921127542,0.05411229199780889
PT723767731,1.470505,0.13676112026308834,0.021820885969014128
PT223767729,2.022413,0.14900326809627473,0.012194084304003079
PT223476701,1.497306,0.16218514975112802,0.051130423466610134
PT123769875,1.8937439999999999,0.13415525987084098,0.011356727669230682
PT123621789,1.9358870000000001,0.17418243255087357,0.06043701823463333
PT023974753,1.212842,0.15287950944409726,0.04925899303854476
PT023396456,1.587997,0.1307916219246812,0.009961142679161792
PT523769910,1.591987,0.11378201699062672,0.01526776496627189
PT223802666,1.4990510000000001,0.14970939111489318,0.006457698967397507
PT423396430,1.228718,0.14871618175936402,0.02923795982310678
PT323474933,1.507076,0.13432340909607549,0.012582959035721361
PT723658015,1.3241990000000001,0.15134352650241092,0.042024858888775565
PT923583699,1.588311,0.16316175817140735,0.019725920949786445
PT023480600,1.4241679999999999,0.1534687486020566,0.06088371846237863
PT123799896,1.6424400000000001,0.12421660795743014,0.02616429228497626
PT423621858,1.223545,0.11521751341701826,0.020230761826491663
PT023802667,1.523371,0.1589596793312399,0.006999053715857704
PT723474950,1.568022,0.16318710713310663,0.03691557106569263
PT923712082,0.796077,0.18675366566248452,0.045261177198918055
PT624096609,2.268482,0.10646809224124555,0.038742096876286033
PT733027431,1.399292,0.12001745253829127,0.04163511638522117
PT524015264,1.402854,0.12648999130674493,0.05822073553724717
PT623806044,1.697948,0.11740995346409053,0.02624531645559368
PT424513003,1.390469,0.10992850281581124,0.05823657075957657
PT524987172,0.955009,0.2388721858893511,0.027876371117378847
PT633012794,0.924652,0.3998569222209203,0.025414023050912775
PT924854279,1.65961,0.11220940599213627,0.05083267819112237
PT633027441,0.873759,0.14711607359107437,0.07455282602523182
PT624987181,2.368351,0.13164198621230921,0.0638132229343989
PT523583719,0.937366,0.5125561000006942,0.035264193843989385
PT524148448,1.8144010000000002,0.13477076314790654,0.054555468884800604
PT724513856,1.7123300000000001,0.10429885640590016,0.04629717952990673
PT224513004,0.911189,0.12868869393706128,0.06455620157473536
PT224957247,1.629012,0.15289495702111996,0.07049339150741558
PT624513002,1.863655,0.11661451896130651,0.04015102245433736
PT424986494,0.875336,0.14014619677286685,0.03064105046211237
PT024513869,1.5670060000000001,0.14771118518601722,0.03900880893416004
PT133012645,0.837775,0.15371074461297374,0.07451437167603851
PT124515292,0.777828,0.14316641558445653,0.05943570124543345
PT824914674,0.882859,0.14017266127442696,0.06598012150373751
PT324096615,1.434699,0.13050444372886405,0.05997013926109133
PT524914685,0.780056,0.1868098424452398,0.0410378853332619
PT623806020,1.490998,0.11950618686587886,0.04745386057027109
PT124148445,0.802184,0.1831733829443342,0.029498435050236943
PT823583722,1.247757,0.1020237283785401,0.024124123707636877
