tier_sample,p_Am,kap_X,p_M,v,kap,E_G,E_Hb,E_Hx,E_Hp,h_a,t_0,del_M,p_Am_f,E_Hx_f,E_Hp_f
male,4312.79501971572,0.11609056921414052,106.03582321090387,0.04942385061170118,0.9263673891221446,7835.884322424627,7208394.226536401,39254156.332537286,72239441.81133398,7.161303817798804e-08,88.05054864990203,0.22132169054309353,3806.6911818600756,37010807.10399404,50783693.24955581
