tier_sample,estim_time,tJX,tW
PT023805915,2.601938,0.1480673307412415,0.016314282425055927
PT523799875,2.160225,0.12426031564635477,0.0331470483507836
PT723658015,1.8953790000000001,0.15486536237760698,0.03115096282100058
PT623583704,1.906755,0.1680455535692951,0.012708247726186417
PT923966027,1.904172,0.13278362221876824,0.010194406432161547
PT523769910,1.956583,0.15962296708880985,0.007592062928308988
PT023396456,2.084897,0.13196529573945265,0.007877810910523794
PT723474950,2.252145,0.16543467597072048,0.0287443352351944
PT023480600,2.183472,0.16020963748184588,0.04575138875474038
PT523085848,2.200167,0.14726388257052858,0.03873236663787654
PT223476701,2.181115,0.17317244409821542,0.03511339434555701
PT123769875,2.257606,0.1424536045312523,0.011926953972492728
PT223802666,2.33661,0.1625009370409161,0.012212484784845235
PT023802667,2.357226,0.1827789665225038,0.010065886489894302
PT323474933,2.376005,0.1544850071624899,0.021781179799673926
PT123621789,2.7177860000000003,0.19311936747516245,0.04583898263858644
PT123799896,2.454261,0.13016354697309,0.02536502081693419
PT023974753,2.521633,0.16212725737521533,0.03611416181034806
PT723767731,2.550291,0.13752469389057564,0.017865715065454726
PT923583699,2.546428,0.17350386451803915,0.02183700381591978
PT423396430,2.506223,0.1498678736842571,0.02176790275898107
PT223767729,2.564032,0.1629492152717897,0.009853360905616637
PT423621858,2.674572,0.11460879092343157,0.01634041147771417
PT723805945,2.951823,0.19185017885546235,0.0409529119959483
PT423620929,2.775328,0.1621661446505492,0.019050760659276123
PT024513869,2.721634,0.14812356330035278,0.02931857622597244
PT424513003,2.694909,0.10946525002418167,0.04567156857342671
PT524987172,2.761164,0.2322378419793861,0.045943692026396
PT624987181,2.714152,0.13672302441189269,0.04593461224161225
PT824914674,2.705176,0.14745652804312703,0.056025939870177524
PT424986494,2.657603,0.13814972705859876,0.03861604092141079
PT623806044,2.771689,0.12811901433509693,0.03228798281965515
PT923712082,3.07079,0.1819689519861433,0.056545296232689675
PT224957247,2.573494,0.15362875293605466,0.05608466208328682
PT823583722,2.485317,0.11015664717607355,0.025619513607412332
PT623806020,2.448438,0.11789061321172871,0.037826984694986764
PT733027431,2.453101,0.11691188520345429,0.032836714767144344
PT724513856,2.452392,0.10157075995345732,0.03661038794525008
PT624513002,2.316979,0.11611016600686867,0.0309412304712853
PT633027441,2.189392,0.1564226172851628,0.05276913577644516
PT224513004,2.571386,0.13683058361214762,0.04766880154226176
PT524914685,2.322814,0.17994040332098918,0.055065014142915314
PT624096609,2.322692,0.10695059469756622,0.03671880701999409
PT124148445,2.199277,0.17738990650328404,0.043875901107438435
PT523583719,2.046247,0.4558154476668629,0.09605517381666562
PT924854279,2.029101,0.11256287937990687,0.045797700713663694
PT524148448,1.934742,0.13777027306780346,0.04286761478102812
PT524015264,1.994733,0.12993172774350023,0.04120156602421042
PT124515292,2.364668,0.14759760131301192,0.054646360763347765
PT633012794,1.860713,0.3328373575918948,0.07787762184025522
PT324096615,1.7645089999999999,0.13763443372217343,0.041212952050779274
PT133012645,1.748461,0.1605028934933092,0.062115862915901016
