tier_sample,p_Am,kap_X,p_M,v,kap,E_G,E_Hb,E_Hx,E_Hp,h_a,t_0,del_M,p_Am_f,E_Hx_f,E_Hp_f
male,24969.423679211875,0.1338792718958008,1419.5515111222098,0.02345941000755175,0.9389781757869713,7844.944658259195,4896006.583921067,36055801.15705967,69568662.1554414,2.8480889930471595e-10,80.0,0.09714148597582822,22110.619460138616,34606625.16226539,48782760.77496371
