tier_sample,estim_time,tJX,tW
PT023396456,47924.61366,0.13697562623035467,0.06705512125980809
PT023480600,47924.61366,0.13697562623035467,0.06705512125980809
PT023802667,47924.61366,0.13697562623035467,0.06705512125980809
PT023805915,47924.61366,0.13697562623035467,0.06705512125980809
PT023974753,47924.61366,0.13697562623035467,0.06705512125980809
PT024513869,47924.61366,0.13697562623035467,0.06705512125980809
PT123621789,47924.61366,0.13697562623035467,0.06705512125980809
PT123769875,47924.61366,0.13697562623035467,0.06705512125980809
PT123799896,47924.61366,0.13697562623035467,0.06705512125980809
PT124148445,47924.61366,0.13697562623035467,0.06705512125980809
PT124515292,47924.61366,0.13697562623035467,0.06705512125980809
PT133012645,47924.61366,0.13697562623035467,0.06705512125980809
PT223476701,47924.61366,0.13697562623035467,0.06705512125980809
PT223767729,47924.61366,0.13697562623035467,0.06705512125980809
PT223802666,47924.61366,0.13697562623035467,0.06705512125980809
PT224513004,47924.61366,0.13697562623035467,0.06705512125980809
PT224957247,47924.61366,0.13697562623035467,0.06705512125980809
PT323474933,47924.61366,0.13697562623035467,0.06705512125980809
PT324096615,47924.61366,0.13697562623035467,0.06705512125980809
PT423396430,47924.61366,0.13697562623035467,0.06705512125980809
PT423620929,47924.61366,0.13697562623035467,0.06705512125980809
PT423621858,47924.61366,0.13697562623035467,0.06705512125980809
PT424513003,47924.61366,0.13697562623035467,0.06705512125980809
PT424986494,47924.61366,0.13697562623035467,0.06705512125980809
PT523085848,47924.61366,0.13697562623035467,0.06705512125980809
PT523583719,47924.61366,0.13697562623035467,0.06705512125980809
PT523769910,47924.61366,0.13697562623035467,0.06705512125980809
PT523799875,47924.61366,0.13697562623035467,0.06705512125980809
PT524015264,47924.61366,0.13697562623035467,0.06705512125980809
PT524148448,47924.61366,0.13697562623035467,0.06705512125980809
PT524914685,47924.61366,0.13697562623035467,0.06705512125980809
PT524987172,47924.61366,0.13697562623035467,0.06705512125980809
PT623583704,47924.61366,0.13697562623035467,0.06705512125980809
PT623806020,47924.61366,0.13697562623035467,0.06705512125980809
PT623806044,47924.61366,0.13697562623035467,0.06705512125980809
PT624096609,47924.61366,0.13697562623035467,0.06705512125980809
PT624513002,47924.61366,0.13697562623035467,0.06705512125980809
PT624987181,47924.61366,0.13697562623035467,0.06705512125980809
PT633012794,47924.61366,0.13697562623035467,0.06705512125980809
PT633027441,47924.61366,0.13697562623035467,0.06705512125980809
PT723474950,47924.61366,0.13697562623035467,0.06705512125980809
PT723658015,47924.61366,0.13697562623035467,0.06705512125980809
PT723767731,47924.61366,0.13697562623035467,0.06705512125980809
PT723805945,47924.61366,0.13697562623035467,0.06705512125980809
PT724513856,47924.61366,0.13697562623035467,0.06705512125980809
PT733027431,47924.61366,0.13697562623035467,0.06705512125980809
PT823583722,47924.61366,0.13697562623035467,0.06705512125980809
PT824914674,47924.61366,0.13697562623035467,0.06705512125980809
PT923583699,47924.61366,0.13697562623035467,0.06705512125980809
PT923712082,47924.61366,0.13697562623035467,0.06705512125980809
PT923966027,47924.61366,0.13697562623035467,0.06705512125980809
PT924854279,47924.61366,0.13697562623035467,0.06705512125980809
